year,areakm,municipality,geocode_ibge,state
2016,2473.1314540330923,Guarantã do Norte,5104104,Mato Grosso
2017,2480.4500162450117,Guarantã do Norte,5104104,Mato Grosso
2018,2484.553103532975,Guarantã do Norte,5104104,Mato Grosso
2019,2497.595409051185,Guarantã do Norte,5104104,Mato Grosso
2020,2505.6021401919197,Guarantã do Norte,5104104,Mato Grosso
2021,2517.177255840624,Guarantã do Norte,5104104,Mato Grosso
2022,2527.912237558065,Guarantã do Norte,5104104,Mato Grosso
2007,166.7829319342197,Guiratinga,5104203,Mato Grosso
2008,166.9215580980856,Guiratinga,5104203,Mato Grosso
2009,166.9215580980856,Guiratinga,5104203,Mato Grosso
2010,166.9215580980856,Guiratinga,5104203,Mato Grosso
2011,166.9215580980856,Guiratinga,5104203,Mato Grosso
2012,166.9215580980856,Guiratinga,5104203,Mato Grosso
2013,166.9215580980856,Guiratinga,5104203,Mato Grosso
2014,166.9215580980856,Guiratinga,5104203,Mato Grosso
2015,166.9215580980856,Guiratinga,5104203,Mato Grosso
2016,166.9215580980856,Guiratinga,5104203,Mato Grosso
2017,166.9215580980856,Guiratinga,5104203,Mato Grosso
2018,166.9215580980856,Guiratinga,5104203,Mato Grosso
2019,166.9215580980856,Guiratinga,5104203,Mato Grosso
2020,166.9215580980856,Guiratinga,5104203,Mato Grosso
2021,166.9215580980856,Guiratinga,5104203,Mato Grosso
2022,166.9215580980856,Guiratinga,5104203,Mato Grosso
2007,564.9586118269411,Indiavaí,5104500,Mato Grosso
2008,565.9333927804646,Indiavaí,5104500,Mato Grosso
2009,566.1951157193523,Indiavaí,5104500,Mato Grosso
2010,566.3778150482498,Indiavaí,5104500,Mato Grosso
2011,566.3778150482498,Indiavaí,5104500,Mato Grosso
2012,566.3778150482498,Indiavaí,5104500,Mato Grosso
2013,566.3778150482498,Indiavaí,5104500,Mato Grosso
2014,566.3778150482498,Indiavaí,5104500,Mato Grosso
2015,566.3778150482498,Indiavaí,5104500,Mato Grosso
2016,566.3778150482498,Indiavaí,5104500,Mato Grosso
2017,566.3778150482498,Indiavaí,5104500,Mato Grosso
2018,566.3778150482498,Indiavaí,5104500,Mato Grosso
2019,566.3778150482498,Indiavaí,5104500,Mato Grosso
2020,566.3778150482498,Indiavaí,5104500,Mato Grosso
2021,566.3778150482498,Indiavaí,5104500,Mato Grosso
2022,566.3778150482498,Indiavaí,5104500,Mato Grosso
2007,1758.7810698004598,Ipiranga do Norte,5104526,Mato Grosso
2008,1762.6609439039814,Ipiranga do Norte,5104526,Mato Grosso
2009,1770.140436254233,Ipiranga do Norte,5104526,Mato Grosso
2010,1812.3820673902608,Ipiranga do Norte,5104526,Mato Grosso
2011,1823.7532361055669,Ipiranga do Norte,5104526,Mato Grosso
2012,1824.9010370805245,Ipiranga do Norte,5104526,Mato Grosso
2013,1827.646556212531,Ipiranga do Norte,5104526,Mato Grosso
2014,1831.315360505431,Ipiranga do Norte,5104526,Mato Grosso
2015,1836.5157035687341,Ipiranga do Norte,5104526,Mato Grosso
2016,1840.3280075991759,Ipiranga do Norte,5104526,Mato Grosso
2017,1841.5342004949025,Ipiranga do Norte,5104526,Mato Grosso
2018,1842.4559950094751,Ipiranga do Norte,5104526,Mato Grosso
2019,1846.864579112092,Ipiranga do Norte,5104526,Mato Grosso
2020,1847.217332960132,Ipiranga do Norte,5104526,Mato Grosso
2021,1851.1636035616468,Ipiranga do Norte,5104526,Mato Grosso
2022,1858.2038985617535,Ipiranga do Norte,5104526,Mato Grosso
2007,1378.7607783071057,Itanhangá,5104542,Mato Grosso
2008,1469.5870058864998,Itanhangá,5104542,Mato Grosso
2009,1478.62060557864,Itanhangá,5104542,Mato Grosso
2010,1515.7082270848118,Itanhangá,5104542,Mato Grosso
2011,1562.4871536766946,Itanhangá,5104542,Mato Grosso
2012,1587.5158388545003,Itanhangá,5104542,Mato Grosso
2013,1611.9534845352553,Itanhangá,5104542,Mato Grosso
2014,1631.3356960440178,Itanhangá,5104542,Mato Grosso
2015,1664.2301520341118,Itanhangá,5104542,Mato Grosso
2016,1669.5722233692939,Itanhangá,5104542,Mato Grosso
2017,1675.2050764874728,Itanhangá,5104542,Mato Grosso
2018,1687.432303724641,Itanhangá,5104542,Mato Grosso
2019,1689.358382280521,Itanhangá,5104542,Mato Grosso
2020,1721.3196536106789,Itanhangá,5104542,Mato Grosso
2021,1731.7560727160621,Itanhangá,5104542,Mato Grosso
2022,1739.9684419629393,Itanhangá,5104542,Mato Grosso
2007,1640.6162529566504,Itaúba,5104559,Mato Grosso
2008,1682.779328210176,Itaúba,5104559,Mato Grosso
2009,1684.544826639365,Itaúba,5104559,Mato Grosso
2010,1687.3387056638476,Itaúba,5104559,Mato Grosso
2011,1695.8978675090116,Itaúba,5104559,Mato Grosso
2012,1697.9467651407335,Itaúba,5104559,Mato Grosso
2013,1702.9735298622022,Itaúba,5104559,Mato Grosso
2014,1727.8804681677489,Itaúba,5104559,Mato Grosso
2015,1793.0219570506827,Itaúba,5104559,Mato Grosso
2016,1812.9263637029965,Itaúba,5104559,Mato Grosso
2017,1831.3413750177365,Itaúba,5104559,Mato Grosso
2018,1853.0582945622018,Itaúba,5104559,Mato Grosso
2019,1880.1685646586964,Itaúba,5104559,Mato Grosso
2020,1893.6264079128707,Itaúba,5104559,Mato Grosso
2021,1907.9672242976114,Itaúba,5104559,Mato Grosso
2022,1915.3096961957506,Itaúba,5104559,Mato Grosso
2007,158.80529146163084,Itiquira,5104609,Mato Grosso
2008,158.80529146163084,Itiquira,5104609,Mato Grosso
2009,158.80529146163084,Itiquira,5104609,Mato Grosso
2010,158.80529146163084,Itiquira,5104609,Mato Grosso
2011,158.80529146163084,Itiquira,5104609,Mato Grosso
2012,158.80529146163084,Itiquira,5104609,Mato Grosso
2013,158.80529146163084,Itiquira,5104609,Mato Grosso
2014,158.9788609797925,Itiquira,5104609,Mato Grosso
2015,158.9788609797925,Itiquira,5104609,Mato Grosso
2016,158.9788609797925,Itiquira,5104609,Mato Grosso
2017,158.9788609797925,Itiquira,5104609,Mato Grosso
2018,158.9788609797925,Itiquira,5104609,Mato Grosso
2019,158.9788609797925,Itiquira,5104609,Mato Grosso
2020,158.9788609797925,Itiquira,5104609,Mato Grosso
2021,158.9788609797925,Itiquira,5104609,Mato Grosso
2022,158.9788609797925,Itiquira,5104609,Mato Grosso
2007,748.0523931571921,Jaciara,5104807,Mato Grosso
2008,748.3990162856322,Jaciara,5104807,Mato Grosso
2009,748.7443357531392,Jaciara,5104807,Mato Grosso
2010,748.7443357531392,Jaciara,5104807,Mato Grosso
2011,748.8280059000281,Jaciara,5104807,Mato Grosso
2012,749.0545885117759,Jaciara,5104807,Mato Grosso
2013,749.0545885117759,Jaciara,5104807,Mato Grosso
2014,749.0545885117759,Jaciara,5104807,Mato Grosso
2015,749.2130399397723,Jaciara,5104807,Mato Grosso
2016,749.2130399397723,Jaciara,5104807,Mato Grosso
2017,749.2130399397723,Jaciara,5104807,Mato Grosso
2018,749.2130399397723,Jaciara,5104807,Mato Grosso
2019,749.2130399397723,Jaciara,5104807,Mato Grosso
2020,749.2130399397723,Jaciara,5104807,Mato Grosso
2021,749.2130399397723,Jaciara,5104807,Mato Grosso
2022,749.2130399397723,Jaciara,5104807,Mato Grosso
2007,0,Jangada,5104906,Mato Grosso
2008,0,Jangada,5104906,Mato Grosso
2009,0,Jangada,5104906,Mato Grosso
2010,0,Jangada,5104906,Mato Grosso
2011,0,Jangada,5104906,Mato Grosso
2012,0,Jangada,5104906,Mato Grosso
2013,0,Jangada,5104906,Mato Grosso
2014,0,Jangada,5104906,Mato Grosso
2015,0,Jangada,5104906,Mato Grosso
2016,0,Jangada,5104906,Mato Grosso
2017,0,Jangada,5104906,Mato Grosso
2018,0,Jangada,5104906,Mato Grosso
2019,0,Jangada,5104906,Mato Grosso
2020,0,Jangada,5104906,Mato Grosso
2021,0,Jangada,5104906,Mato Grosso
2022,0,Jangada,5104906,Mato Grosso
2007,1090.4831027722812,Jauru,5105002,Mato Grosso
2008,1092.230594263581,Jauru,5105002,Mato Grosso
2009,1092.4840688529407,Jauru,5105002,Mato Grosso
2010,1093.1903352208967,Jauru,5105002,Mato Grosso
2011,1093.2916813249567,Jauru,5105002,Mato Grosso
2012,1093.4477502778557,Jauru,5105002,Mato Grosso
2013,1093.5321245092416,Jauru,5105002,Mato Grosso
2014,1094.1899139944405,Jauru,5105002,Mato Grosso
2015,1094.7759449227324,Jauru,5105002,Mato Grosso
2016,1095.1407106460813,Jauru,5105002,Mato Grosso
2017,1095.814488329363,Jauru,5105002,Mato Grosso
2018,1096.2630858779903,Jauru,5105002,Mato Grosso
2019,1096.4854595610072,Jauru,5105002,Mato Grosso
2020,1097.4157652568683,Jauru,5105002,Mato Grosso
2021,1099.818887101569,Jauru,5105002,Mato Grosso
2022,1099.9356597593387,Jauru,5105002,Mato Grosso
2007,7658.404987470392,Juara,5105101,Mato Grosso
2008,7782.742821740691,Juara,5105101,Mato Grosso
2009,7813.58418776504,Juara,5105101,Mato Grosso
2010,7828.716937799837,Juara,5105101,Mato Grosso
2011,7885.715751728175,Juara,5105101,Mato Grosso
2012,7901.534468181222,Juara,5105101,Mato Grosso
2013,7917.444374490268,Juara,5105101,Mato Grosso
2014,7945.441330636359,Juara,5105101,Mato Grosso
2015,7991.483168601188,Juara,5105101,Mato Grosso
2016,8030.120071532416,Juara,5105101,Mato Grosso
2017,8051.589806678237,Juara,5105101,Mato Grosso
2018,8077.351842154204,Juara,5105101,Mato Grosso
2019,8162.800494989698,Juara,5105101,Mato Grosso
2020,8215.37170315284,Juara,5105101,Mato Grosso
2021,8303.591013731091,Juara,5105101,Mato Grosso
2022,8384.06682566017,Juara,5105101,Mato Grosso
2007,1118.5942153075391,Juruena,5105176,Mato Grosso
2008,1159.0945242005619,Juruena,5105176,Mato Grosso
2009,1174.4633674222298,Juruena,5105176,Mato Grosso
2010,1189.3547057854128,Juruena,5105176,Mato Grosso
2011,1195.573065632646,Juruena,5105176,Mato Grosso
2012,1205.764244691762,Juruena,5105176,Mato Grosso
2013,1217.830725758756,Juruena,5105176,Mato Grosso
2014,1224.0031081270774,Juruena,5105176,Mato Grosso
2015,1231.1062571263938,Juruena,5105176,Mato Grosso
2016,1242.2815384123662,Juruena,5105176,Mato Grosso
2017,1259.1618824636882,Juruena,5105176,Mato Grosso
2018,1263.5794327379783,Juruena,5105176,Mato Grosso
2019,1267.5260468105453,Juruena,5105176,Mato Grosso
2020,1272.967508503643,Juruena,5105176,Mato Grosso
2021,1276.3000400812236,Juruena,5105176,Mato Grosso
2022,1280.6350341550126,Juruena,5105176,Mato Grosso
2007,938.5320600183039,Juscimeira,5105200,Mato Grosso
2008,939.9950587776472,Juscimeira,5105200,Mato Grosso
2009,939.9950587776472,Juscimeira,5105200,Mato Grosso
2010,940.0629653506263,Juscimeira,5105200,Mato Grosso
2011,940.2179866762464,Juscimeira,5105200,Mato Grosso
2012,940.2879715726477,Juscimeira,5105200,Mato Grosso
2013,940.3779173814954,Juscimeira,5105200,Mato Grosso
2014,940.3779173814954,Juscimeira,5105200,Mato Grosso
2015,940.475299253424,Juscimeira,5105200,Mato Grosso
2016,940.5524831985266,Juscimeira,5105200,Mato Grosso
2017,940.5524831985266,Juscimeira,5105200,Mato Grosso
2018,940.7765200673615,Juscimeira,5105200,Mato Grosso
2019,940.7765200673615,Juscimeira,5105200,Mato Grosso
2020,940.7765200673615,Juscimeira,5105200,Mato Grosso
2021,940.9439732678331,Juscimeira,5105200,Mato Grosso
2022,941.0174970036618,Juscimeira,5105200,Mato Grosso
2007,4228.502799864928,Juína,5105150,Mato Grosso
2008,4281.769765602182,Juína,5105150,Mato Grosso
2009,4302.511800642839,Juína,5105150,Mato Grosso
2010,4312.359774854934,Juína,5105150,Mato Grosso
2011,4319.691035047248,Juína,5105150,Mato Grosso
2012,4333.747198293143,Juína,5105150,Mato Grosso
2013,4361.285364173759,Juína,5105150,Mato Grosso
2014,4394.4781092921385,Juína,5105150,Mato Grosso
2015,4446.287115991015,Juína,5105150,Mato Grosso
2016,4497.7442084332415,Juína,5105150,Mato Grosso
2017,4530.600901460608,Juína,5105150,Mato Grosso
2018,4552.795614340112,Juína,5105150,Mato Grosso
2019,4596.3730678795755,Juína,5105150,Mato Grosso
2020,4616.743778652263,Juína,5105150,Mato Grosso
2021,4665.195290012962,Juína,5105150,Mato Grosso
2022,4694.253029325089,Juína,5105150,Mato Grosso
2007,1158.5536300576887,Lambari D'Oeste,5105234,Mato Grosso
2008,1160.7126880676196,Lambari D'Oeste,5105234,Mato Grosso
2009,1161.667149543489,Lambari D'Oeste,5105234,Mato Grosso
2010,1162.4457555057556,Lambari D'Oeste,5105234,Mato Grosso
2011,1163.6820419496783,Lambari D'Oeste,5105234,Mato Grosso
2012,1164.3552283112608,Lambari D'Oeste,5105234,Mato Grosso
2013,1164.3552283112608,Lambari D'Oeste,5105234,Mato Grosso
2014,1164.899764371288,Lambari D'Oeste,5105234,Mato Grosso
2015,1167.0168305478044,Lambari D'Oeste,5105234,Mato Grosso
2016,1168.410084701379,Lambari D'Oeste,5105234,Mato Grosso
2017,1169.5440450269639,Lambari D'Oeste,5105234,Mato Grosso
2018,1170.076441411932,Lambari D'Oeste,5105234,Mato Grosso
2019,1170.571413318479,Lambari D'Oeste,5105234,Mato Grosso
2020,1170.9831758079806,Lambari D'Oeste,5105234,Mato Grosso
2021,1171.7089381783862,Lambari D'Oeste,5105234,Mato Grosso
2022,1172.3139498860833,Lambari D'Oeste,5105234,Mato Grosso
2007,512.0471429976762,Lucas do Rio Verde,5105259,Mato Grosso
2008,519.4147896460842,Lucas do Rio Verde,5105259,Mato Grosso
2009,520.0066764939714,Lucas do Rio Verde,5105259,Mato Grosso
2010,524.3570353981457,Lucas do Rio Verde,5105259,Mato Grosso
2011,524.9405723288912,Lucas do Rio Verde,5105259,Mato Grosso
2012,529.7569637515744,Lucas do Rio Verde,5105259,Mato Grosso
2013,532.852275909011,Lucas do Rio Verde,5105259,Mato Grosso
2014,534.2985222618361,Lucas do Rio Verde,5105259,Mato Grosso
2015,541.3239664440005,Lucas do Rio Verde,5105259,Mato Grosso
2016,542.0130702051098,Lucas do Rio Verde,5105259,Mato Grosso
2017,543.1083561537926,Lucas do Rio Verde,5105259,Mato Grosso
2018,545.18322958097,Lucas do Rio Verde,5105259,Mato Grosso
2019,545.8083522022974,Lucas do Rio Verde,5105259,Mato Grosso
2020,552.019465492475,Lucas do Rio Verde,5105259,Mato Grosso
2021,552.5469396146669,Lucas do Rio Verde,5105259,Mato Grosso
2022,552.6326011993114,Lucas do Rio Verde,5105259,Mato Grosso
2007,27.771256038187552,Luciara,5105309,Mato Grosso
2008,29.886231396793853,Luciara,5105309,Mato Grosso
2009,30.30646607652808,Luciara,5105309,Mato Grosso
2010,31.01359772721311,Luciara,5105309,Mato Grosso
2011,31.01359772721311,Luciara,5105309,Mato Grosso
2012,31.411194872586172,Luciara,5105309,Mato Grosso
2013,31.516157733234476,Luciara,5105309,Mato Grosso
2014,32.618817452588424,Luciara,5105309,Mato Grosso
2015,33.075690936636164,Luciara,5105309,Mato Grosso
2016,33.29584000530029,Luciara,5105309,Mato Grosso
2017,33.4470595395195,Luciara,5105309,Mato Grosso
2018,34.26360004715801,Luciara,5105309,Mato Grosso
2019,34.721833552792134,Luciara,5105309,Mato Grosso
2020,34.93002193536929,Luciara,5105309,Mato Grosso
2021,34.93002193536929,Luciara,5105309,Mato Grosso
2022,35.39971586629985,Luciara,5105309,Mato Grosso
2007,3224.7193600560254,Marcelândia,5105580,Mato Grosso
2008,3401.635746542149,Marcelândia,5105580,Mato Grosso
2009,3404.987768298337,Marcelândia,5105580,Mato Grosso
2010,3410.833606521546,Marcelândia,5105580,Mato Grosso
2011,3431.4869422148445,Marcelândia,5105580,Mato Grosso
2012,3443.8963761464674,Marcelândia,5105580,Mato Grosso
2013,3480.503023390848,Marcelândia,5105580,Mato Grosso
2014,3515.605327850525,Marcelândia,5105580,Mato Grosso
2015,3560.383147684331,Marcelândia,5105580,Mato Grosso
2016,3615.611585660958,Marcelândia,5105580,Mato Grosso
2017,3663.604635299975,Marcelândia,5105580,Mato Grosso
2018,3685.6609668450296,Marcelândia,5105580,Mato Grosso
2019,3781.6545313892684,Marcelândia,5105580,Mato Grosso
2020,3893.7582531479316,Marcelândia,5105580,Mato Grosso
2021,4026.8866900037315,Marcelândia,5105580,Mato Grosso
2022,4097.267968228794,Marcelândia,5105580,Mato Grosso
2007,1816.411436364311,Matupá,5105606,Mato Grosso
2008,1891.5870299838205,Matupá,5105606,Mato Grosso
2009,1900.6456004381553,Matupá,5105606,Mato Grosso
2010,1909.8477387539424,Matupá,5105606,Mato Grosso
2011,1938.7734749410831,Matupá,5105606,Mato Grosso
2012,1952.4962125391817,Matupá,5105606,Mato Grosso
2013,1969.6411773567088,Matupá,5105606,Mato Grosso
2014,1988.6716467240685,Matupá,5105606,Mato Grosso
2015,2003.7601948216268,Matupá,5105606,Mato Grosso
2016,2021.3943063687518,Matupá,5105606,Mato Grosso
2017,2029.834957680156,Matupá,5105606,Mato Grosso
2018,2035.0687148880595,Matupá,5105606,Mato Grosso
2019,2056.143773346929,Matupá,5105606,Mato Grosso
2020,2074.57723082476,Matupá,5105606,Mato Grosso
2021,2082.8623698651904,Matupá,5105606,Mato Grosso
2022,2093.9821442076127,Matupá,5105606,Mato Grosso
2007,925.9052449373934,Mirassol d'Oeste,5105622,Mato Grosso
2008,932.3045127479029,Mirassol d'Oeste,5105622,Mato Grosso
2009,934.0819718298541,Mirassol d'Oeste,5105622,Mato Grosso
2010,935.8316414087399,Mirassol d'Oeste,5105622,Mato Grosso
2011,936.65430710317,Mirassol d'Oeste,5105622,Mato Grosso
2012,937.626966112601,Mirassol d'Oeste,5105622,Mato Grosso
2013,938.6415176590116,Mirassol d'Oeste,5105622,Mato Grosso
2014,938.7128224562725,Mirassol d'Oeste,5105622,Mato Grosso
2015,939.254826551988,Mirassol d'Oeste,5105622,Mato Grosso
2016,940.3516125476411,Mirassol d'Oeste,5105622,Mato Grosso
2017,941.4686764111225,Mirassol d'Oeste,5105622,Mato Grosso
2018,941.9713382474355,Mirassol d'Oeste,5105622,Mato Grosso
2019,943.5621988663866,Mirassol d'Oeste,5105622,Mato Grosso
2020,945.7474224958094,Mirassol d'Oeste,5105622,Mato Grosso
2021,946.4288497308617,Mirassol d'Oeste,5105622,Mato Grosso
2022,946.9248174787898,Mirassol d'Oeste,5105622,Mato Grosso
2007,327.45415944184725,Nobres,5105903,Mato Grosso
2008,328.1659600560968,Nobres,5105903,Mato Grosso
2009,329.60539425154815,Nobres,5105903,Mato Grosso
2010,330.36165724531475,Nobres,5105903,Mato Grosso
2011,330.7932517628501,Nobres,5105903,Mato Grosso
2012,336.45407063283847,Nobres,5105903,Mato Grosso
2013,337.388037641114,Nobres,5105903,Mato Grosso
2014,346.13312177339134,Nobres,5105903,Mato Grosso
2015,346.2371067980053,Nobres,5105903,Mato Grosso
2016,348.55548508070746,Nobres,5105903,Mato Grosso
2017,351.8928727692677,Nobres,5105903,Mato Grosso
2018,352.0586044354084,Nobres,5105903,Mato Grosso
2019,352.1320905671173,Nobres,5105903,Mato Grosso
2020,352.1320905671173,Nobres,5105903,Mato Grosso
2021,352.1320905671173,Nobres,5105903,Mato Grosso
2022,352.1320905671173,Nobres,5105903,Mato Grosso
2007,913.277091603362,Nortelândia,5106000,Mato Grosso
2008,913.8906381138039,Nortelândia,5106000,Mato Grosso
2009,914.5549168942117,Nortelândia,5106000,Mato Grosso
2010,915.5893101271996,Nortelândia,5106000,Mato Grosso
2011,916.156621669196,Nortelândia,5106000,Mato Grosso
2012,916.4437771328083,Nortelândia,5106000,Mato Grosso
2013,916.5913570845178,Nortelândia,5106000,Mato Grosso
2014,916.9184623786219,Nortelândia,5106000,Mato Grosso
2015,917.6166801677789,Nortelândia,5106000,Mato Grosso
2016,917.7915213110505,Nortelândia,5106000,Mato Grosso
2017,918.4350880851974,Nortelândia,5106000,Mato Grosso
2018,918.9840972733394,Nortelândia,5106000,Mato Grosso
2019,919.7020167566726,Nortelândia,5106000,Mato Grosso
2020,920.7905338463701,Nortelândia,5106000,Mato Grosso
2021,923.1650645301503,Nortelândia,5106000,Mato Grosso
2022,923.5364441851282,Nortelândia,5106000,Mato Grosso
2007,112.64518857874427,Nossa Senhora do Livramento,5106109,Mato Grosso
2008,112.75726381880598,Nossa Senhora do Livramento,5106109,Mato Grosso
2009,112.75726381880598,Nossa Senhora do Livramento,5106109,Mato Grosso
2010,112.84421934210724,Nossa Senhora do Livramento,5106109,Mato Grosso
2011,112.92963889354544,Nossa Senhora do Livramento,5106109,Mato Grosso
2012,113.34847981829277,Nossa Senhora do Livramento,5106109,Mato Grosso
2013,113.34847981829277,Nossa Senhora do Livramento,5106109,Mato Grosso
2014,113.43961757586297,Nossa Senhora do Livramento,5106109,Mato Grosso
2015,113.88538446231907,Nossa Senhora do Livramento,5106109,Mato Grosso
2016,113.88538446231907,Nossa Senhora do Livramento,5106109,Mato Grosso
2017,113.88538446231907,Nossa Senhora do Livramento,5106109,Mato Grosso
2018,113.88538446231907,Nossa Senhora do Livramento,5106109,Mato Grosso
2019,113.88538446231907,Nossa Senhora do Livramento,5106109,Mato Grosso
2020,114.27606724978271,Nossa Senhora do Livramento,5106109,Mato Grosso
2021,114.27606724978271,Nossa Senhora do Livramento,5106109,Mato Grosso
2022,114.27606724978271,Nossa Senhora do Livramento,5106109,Mato Grosso
2007,2841.154207889652,Nova Bandeirantes,5106158,Mato Grosso
2008,2966.2480981411873,Nova Bandeirantes,5106158,Mato Grosso
2009,3018.7633432279945,Nova Bandeirantes,5106158,Mato Grosso
2010,3035.851227201307,Nova Bandeirantes,5106158,Mato Grosso
